.rownames,Disorder id,Disorder name,Human gene symbol,Mouse model description,PhenoDigm % score,Matching human phenotypes,Matching mouse phenotypes
122,OMIM:156200,"Intellectual Developmental Disorder, Autosomal Dominant 1",MBD5,Mbd5<tm1b(EUCOMM)Wtsi> het early,38.045,"HP:0000718,HP:0000748,HP:0000219,HP:0001773,HP:0000232,HP:0005819,HP:0001852,HP:0008081,HP:0000347,HP:0004209,HP:0001385,HP:0004279,HP:0001251,HP:0000736","MP:0003769,MP:0001402,MP:0002764,MP:0001417"
123,OMIM:156400,"Metaphyseal Chondrodysplasia, Jansen Type",PTH1R,Pth1r<tm1a(EUCOMM)Hmgu> het early,27.49,"HP:0000938,HP:0006380,HP:0003273","MP:0010124,MP:0010024"
124,OMIM:156510,Metaphyseal Dysplasia With Maxillary Hypoplasia With Or Without Brachydactyly,RUNX2,Runx2<em1(IMPC)Rbrc> het early,64.53,"HP:0003015,HP:0100255,HP:0010047,HP:0004220,HP:0005625,HP:0000926,HP:0009577,HP:0000327,HP:0005877","MP:0005298,MP:0010124,MP:0003795,MP:0004509,MP:0005270,MP:0004599,MP:0005296,MP:0000137"
125,OMIM:156550,Kniest Dysplasia,COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,36.965,"HP:0000470,HP:0004619,HP:0000926,HP:0000272,HP:0003417","MP:0000160,MP:0000455"
126,OMIM:156550,Kniest Dysplasia,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,43.405,"HP:0003015,HP:0002982,HP:0002812,HP:0008905,HP:0001537,HP:0000947,HP:0006375,HP:0000023,HP:0000175,HP:0002970","MP:0002109,MP:0003385,MP:0009908,MP:0001672,MP:0001697,MP:0000111"
127,OMIM:158300,"Arthrogryposis, Distal, Type 7",MYH8,Myh8<em1(IMPC)Tcp> het early,28.29,"HP:0010621,HP:0002827,HP:0001765,HP:0001840",MP:0000157
128,OMIM:158320,Muir-Torre Syndrome,MLH1,Mlh1<tm1b(EUCOMM)Hmgu> hom early,17.13,"HP:0009720,HP:0100615",MP:0001147
129,OMIM:158600,"Spinal Muscular Atrophy, Lower Extremity-Predominant, 1, Autosomal Dominant",DYNC1H1,Dync1h1<tm1dIcs> het early,39.98,HP:0002515,MP:0001402
130,OMIM:160150,"Myopathy, Centronuclear, 1",MTMR14,Mtmr14<tm1a(KOMP)Wtsi> hom early,40.96,"HP:0008180,HP:0003236","MP:0002941,MP:0005343,MP:0008806,MP:0002944"
131,OMIM:160150,"Myopathy, Centronuclear, 1",DNM2,Dnm2<tm1.1(KOMP)Vlcg> het early,38.445,"HP:0010628,HP:0008180,HP:0003236","MP:0002968,MP:0001102"
132,OMIM:160565,"Myopathy, Tubular Aggregate, 1",STIM1,Stim1<em1(IMPC)Mbp> het late,28.69,HP:0000615,MP:0001304
133,OMIM:161000,Naegeli-Franceschetti-Jadassohn Syndrome,KRT14,Krt14<tm1.1(KOMP)Vlcg> hom embryo,28.2,"HP:0000670,HP:0006480",MP:0000111
134,OMIM:162000,"Tubulointerstitial Kidney Disease, Autosomal Dominant 1",UMOD,Umod<urehr4> hom early,46.715,"HP:0002149,HP:0003138,HP:0003259",MP:0005565
135,OMIM:163200,Schimmelpenning-Feuerstein-Mims Syndrome,NRAS,Nras<tm1b(EUCOMM)Hmgu> het early,21.575,"HP:0004912,HP:0001167,HP:0001780","MP:0001556,MP:0002764"
136,OMIM:164200,Oculodentodigital Dysplasia,GJA1,Gja1<em1(IMPC)Ccpcz> het early,25.2,HP:0008442,MP:0003795
137,OMIM:164200,Oculodentodigital Dysplasia,GJA1,Gja1<em1(IMPC)Ccpcz> hom embryo,16.28,HP:0000252,MP:0011496
138,OMIM:165550,"Optic Nerve Hypoplasia, Bilateral",PAX6,Pax6<em1(IMPC)Mbp> het early,24.115,"HP:0012521,HP:0000609","MP:0001297,MP:0001293"
139,OMIM:165550,"Optic Nerve Hypoplasia, Bilateral",PAX6,Pax6<em1(IMPC)Mbp> het embryo,26.67,"HP:0012521,HP:0000609",MP:0001297
140,OMIM:165550,"Optic Nerve Hypoplasia, Bilateral",PAX6,Pax6<em1(IMPC)Mbp> hom embryo,24.625,"HP:0012521,HP:0000609",MP:0001293
141,OMIM:166210,"Osteogenesis Imperfecta, Type Ii",COL1A2,Col1a2<tm1b(EUCOMM)Wtsi> hom early,45.79,"HP:0002982,HP:0005622,HP:0005623,HP:0002644,HP:0005855,HP:0009826,HP:0002757,HP:0006367","MP:0010123,MP:0000558,MP:0000559,MP:0000062"
142,OMIM:166220,"Osteogenesis Imperfecta, Type Iv",COL1A2,Col1a2<tm1b(EUCOMM)Wtsi> hom early,43.615,"HP:6000871,HP:0004349,HP:0005005,HP:0002757,HP:0002659,HP:0000703,HP:0003023","MP:0000559,MP:0000062,MP:0010123,MP:0010025,MP:0000558"
143,OMIM:166250,Osteoglophonic Dysplasia,FGFR1,Fgfr1<tm1.1(KOMP)Vlcg> hom embryo,17.1,"HP:0003510,HP:0008905,HP:0001510",MP:0003984
144,OMIM:166710,Osteoporosis,COL1A2,Col1a2<tm1b(EUCOMM)Wtsi> hom early,42.55,HP:0000939,"MP:0010123,MP:0000062"
145,OMIM:167800,"Pancreatitis, Hereditary",CTRC,Ctrc<tm1b(EUCOMM)Hmgu> hom early,14.685,HP:0002570,MP:0009476
146,OMIM:168600,"Parkinson Disease, Late-Onset",MAPT,Mapt<tm1b(EUCOMM)Hmgu> hom early,32.87,"HP:0000726,HP:0002015,HP:0000012,HP:0000716","MP:0008528,MP:0011941,MP:0001417"
147,OMIM:168601,"Parkinson Disease 1, Autosomal Dominant",SNCA,Snca<em1(IMPC)H> hom early,29.91,"HP:0002362,HP:0002505,HP:0001288",MP:0001392
148,OMIM:169400,Pelger-Huet Anomaly,LBR,Lbr<em1(IMPC)Tcp> hom early,47.45,"HP:0001761,HP:0010442,HP:0010047,HP:0009824,HP:0010041,HP:0011447,HP:0001902,HP:0001875,HP:0010044,HP:0001873,HP:0001874","MP:0002764,MP:0000556,MP:0000220,MP:0005562,MP:0002110,MP:0005016,MP:0000550,MP:0000219"
149,OMIM:170100,Prolidase Deficiency,PEPD,Pepd<tm1a(KOMP)Wtsi> hom early,36.135,"HP:0001903,HP:0001873,HP:0001744","MP:0009923,MP:0008074,MP:0000218,MP:0013772,MP:0005562,MP:0013427,MP:0013514,MP:0010850,MP:0013430,MP:0008215,MP:0013678"
150,OMIM:170100,Prolidase Deficiency,PEPD,Pepd<tm1b(KOMP)Wtsi> hom early,17.14,"HP:0000347,HP:0007489,HP:0000218","MP:0005333,MP:0010506,MP:0002764,MP:0002691"
151,OMIM:170100,Prolidase Deficiency,PEPD,Pepd<tm1b(KOMP)Wtsi> hom late,29.75,"HP:0001903,HP:0007489,HP:0001873,HP:0001744","MP:0013691,MP:0000702,MP:0008174,MP:0008168,MP:0005333,MP:0010506"
152,OMIM:170500,Hyperkalemic Periodic Paralysis,SCN4A,Scn4a<tm2b(KOMP)Wtsi> het early,26.595,"HP:6000833,HP:0002153","MP:0002966,MP:0008806"
153,OMIM:171300,Pheochromocytoma,TMEM127,Tmem127<tm1(KOMP)Wtsi> hom early,16.33,HP:0003072,"MP:0005344,MP:0002968,MP:0005553,MP:0008806"
154,OMIM:172700,Pick Disease Of Brain,MAPT,Mapt<tm1b(EUCOMM)Hmgu> hom early,49.615,"HP:0000748,HP:0002145,HP:0000733,HP:0000745,HP:0002591,HP:0000737,HP:0000734,HP:0030213,HP:0000741","MP:0011941,MP:0001417"
155,OMIM:174300,Orofaciodigital Syndrome V,DDX59,Ddx59<em1(IMPC)J> het early,16.975,HP:0000574,MP:0002075
156,OMIM:176000,"Porphyria, Acute Intermittent",HMBS,Hmbs<tm1b(EUCOMM)Hmgu> het early,26.14,HP:0000716,MP:0001399
157,OMIM:176400,"Precocious Puberty, Central, 1",KISS1R,Kiss1r<tm1.1(KOMP)Vlcg> hom early,27.975,"HP:0008236,HP:0008232,HP:0011969","MP:0001146,MP:0004955,MP:0003558,MP:0002059,MP:0001120,MP:0001126,MP:0006415,MP:0002631,MP:0003578,MP:0004727,MP:0003642"
158,OMIM:176410,"Precocious Puberty, Male-Limited",LHCGR,Lhcgr<tm1(KOMP)Vlcg> hom early,15.47,HP:0008734,MP:0000706
159,OMIM:176670,Hutchinson-Gilford Progeria Syndrome,LMNA,Lmna<tm1b(EUCOMM)Wtsi> het early,15.555,HP:0000347,MP:0002764
160,OMIM:177650,Exfoliation Syndrome,LOXL1,Loxl1<tm1.1(KOMP)Vlcg> hom early,25.26,HP:0012636,MP:0001325
161,OMIM:178500,Interstitial Lung Disease 2,MUC5B,Muc5b<em1(IMPC)Mbp> hom early,36.505,HP:0001394,"MP:0000601,MP:0000598"
162,OMIM:180300,Rheumatoid Arthritis,NFKBIL1,Nfkbil1<tm1a(KOMP)Wtsi> hom early,29.86,HP:0011227,MP:0005419
163,OMIM:180500,"Axenfeld-Rieger Syndrome, Type 1",PITX2,Pitx2<tm1b(EUCOMM)Wtsi> het early,59.06,"HP:0007676,HP:0000219,HP:0000526,HP:0000677,HP:0000691,HP:0011500,HP:0000558,HP:0000047,HP:0007873,HP:0000322,HP:0000485,HP:0000327,HP:0000482,HP:0000627,HP:0000668,HP:0000824,HP:0009918","MP:0001147,MP:0001314,MP:0002100,MP:0001319"
164,OMIM:180550,Ring Dermoid Of Cornea,PITX2,Pitx2<tm1b(EUCOMM)Wtsi> het early,58.715,"HP:0025612,HP:0500070,HP:0000502,HP:0000481,HP:0025348","MP:0001314,MP:0001319"
165,OMIM:180750,Robinow-Sorauf Syndrome,TWIST1,Twist1<em1(IMPC)Rbrc> het early,31.775,"HP:0001822,HP:0010055,HP:0010084,HP:0011304","MP:0004509,MP:0000572,MP:0002110"
166,OMIM:180750,Robinow-Sorauf Syndrome,TWIST1,Twist1<em1(IMPC)Rbrc> het late,34.605,"HP:0001822,HP:0010055,HP:0010084,HP:0011304","MP:0000572,MP:0002110"
167,OMIM:180800,Roussy-Levy Hereditary Areflexic Dystasia,MPZ,Mpz<em1(IMPC)Tcp> hom early,51.16,"HP:0002345,HP:0002066,HP:0007351","MP:0000745,MP:0001406,MP:0001402"
168,OMIM:180920,Aplasia Of Lacrimal And Salivary Glands,FGF10,Fgf10<tm1b(EUCOMM)Wtsi> het early,28.02,"HP:0007732,HP:0001092,HP:0007656",MP:0005287
169,OMIM:181270,Scalp-Ear-Nipple Syndrome,KCTD1,Kctd1<em1(IMPC)J> hom early,38.82,"HP:0000519,HP:0009916,HP:0000822,HP:0001635,HP:0004755,HP:0000612,HP:0000518,HP:0011672","MP:0002834,MP:0006203,MP:0001304,MP:0012121,MP:0001289,MP:0005542"
170,OMIM:181350,"Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant",LMNA,Lmna<tm1b(EUCOMM)Wtsi> het early,21.2,"HP:0011727,HP:0034681,HP:0001761,HP:0001762,HP:0003707,HP:0009053,HP:0003273,HP:0009049,HP:0001771,HP:0034671",MP:0002764
171,OMIM:181450,Ulnar-Mammary Syndrome,TBX3,Tbx3<em1(IMPC)Mbp> het early,15.13,HP:0011675,MP:0006203
172,OMIM:181500,Schizophrenia,COMT,Comt<tm1b(EUCOMM)Wtsi> hom early,47.33,HP:0410291,"MP:0001364,MP:0001399,MP:0020870"
173,OMIM:181600,Huriez Syndrome,SMARCAD1,Smarcad1<tm1b(EUCOMM)Hmgu> hom early,19.27,HP:0008404,MP:0001510
174,OMIM:182230,Septooptic Dysplasia,HESX1,Hesx1<em1(IMPC)J> hom embryo,32.145,"HP:0000609,HP:0007766",MP:0001293
175,OMIM:182940,"Neural Tube Defects, Susceptibility To",FUZ,Fuz<em1(IMPC)Mbp> het embryo,21.35,"HP:0002475,HP:0002323,HP:0003298","MP:0001711,MP:0003231"
176,OMIM:182940,"Neural Tube Defects, Susceptibility To",FUZ,Fuz<em1(IMPC)Mbp> hom embryo,45.73,"HP:0002475,HP:0002323,HP:0000238,HP:0003298","MP:0001711,MP:0002151,MP:0003720,MP:0003231"
177,OMIM:182940,"Neural Tube Defects, Susceptibility To",VANGL2,Vangl2<em1(IMPC)Mbp> het embryo,17.325,"HP:0002475,HP:0002323,HP:0003298",MP:0001711
178,OMIM:182940,"Neural Tube Defects, Susceptibility To",VANGL2,Vangl2<em1(IMPC)Mbp> hom embryo,53.535,"HP:0002475,HP:0002323,HP:0000238,HP:0003298","MP:0000914,MP:0003984,MP:0001711"
179,OMIM:183086,Spinocerebellar Ataxia 6,CACNA1A,Cacna1a<em1(IMPC)H> het early,20.46,HP:0002015,MP:0020421
180,OMIM:183900,Spondyloepiphyseal Dysplasia Congenita,COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,45.895,"HP:0000470,HP:0000926,HP:0003300,HP:0000272,HP:0002650,HP:0002808,HP:0002938,HP:0003311,HP:0003467","MP:0000160,MP:0000455"
181,OMIM:183900,Spondyloepiphyseal Dysplasia Congenita,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,40.9,"HP:0002812,HP:0000193,HP:0001762,HP:0008142,HP:0000201,HP:0000175,HP:0002318","MP:0002109,MP:0009908,MP:0001672,MP:0001697,MP:0000111"
182,OMIM:184250,"Spondyloepimetaphyseal Dysplasia, Strudwick Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,38.115,"HP:0000926,HP:0003320,HP:0003307,HP:0002650,HP:0003311",MP:0000160
183,OMIM:184250,"Spondyloepimetaphyseal Dysplasia, Strudwick Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,44.86,"HP:0002812,HP:0000023,HP:0030084,HP:0002857,HP:0006406,HP:0000175,HP:0011860,HP:0003025,HP:0001156","MP:0002109,MP:0003385,MP:0000111,MP:0009908"
184,OMIM:184253,"Spondylometaphyseal Dysplasia, Algerian Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,38.15,"HP:0002938,HP:0000926,HP:0002751",MP:0000160
185,OMIM:184253,"Spondylometaphyseal Dysplasia, Algerian Type",COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,15.49,"HP:0030292,HP:0001498,HP:0002812,HP:0002834,HP:0100255,HP:0001248,HP:0006434,HP:0003865,HP:0002857",MP:0002109
186,OMIM:184460,Stapes Ankylosis With Broad Thumbs And Toes,NOG,Nog<em1(IMPC)Mbp> het early,31.875,"HP:0002949,HP:0003189","MP:0000443,MP:0002759"
187,OMIM:184460,Stapes Ankylosis With Broad Thumbs And Toes,NOG,Nog<em1(IMPC)Mbp> hom embryo,21.245,HP:0000466,MP:0002884
188,OMIM:185000,Overhydrated Hereditary Stomatocytosis,RHAG,Rhag<em1(IMPC)Ccpcz> hom early,43.945,"HP:0005518,HP:0001878,HP:0004446,HP:0002904,HP:0001923,HP:0002240,HP:0001744","MP:0002339,MP:0000702,MP:0000703,MP:0005568,MP:0005562,MP:0005178,MP:0000274,MP:0000709"
189,OMIM:185070,Stormorken Syndrome,STIM1,Stim1<em1(IMPC)Mbp> het early,33.48,"HP:0001903,HP:0001746,HP:0006270,HP:0001873,HP:0032550,HP:0000790","MP:0002339,MP:0000702,MP:0003068,MP:0000218,MP:0005013,MP:0000219"
190,OMIM:185070,Stormorken Syndrome,STIM1,Stim1<em1(IMPC)Mbp> het embryo,17.73,HP:0004322,MP:0003984
191,OMIM:185070,Stormorken Syndrome,STIM1,Stim1<em1(IMPC)Mbp> het late,37.97,"HP:0001903,HP:0001746,HP:0006270,HP:0001873,HP:0032550,HP:0000790","MP:0002989,MP:0002135,MP:0000691,MP:0000689"
192,OMIM:186500,Multiple Synostoses Syndrome 1,NOG,Nog<em1(IMPC)Mbp> het early,26.9,"HP:0008460,HP:0000431,HP:0003416","MP:0000443,MP:0002759"
193,OMIM:187300,"Telangiectasia, Hereditary Hemorrhagic, Type 1",ENG,Eng<em1(IMPC)Mbp> het early,17.72,"HP:0001903,HP:0001901,HP:0030049",MP:0000219
194,OMIM:187900,"Bleeding Disorder, Platelet-Type, 17",GFI1B,Gfi1b<tm1b(EUCOMM)Hmgu> het early,23.385,"HP:0040185,HP:0001873,HP:0031965,HP:0012526","MP:0005013,MP:0000222"
195,OMIM:187900,"Bleeding Disorder, Platelet-Type, 17",GFI1B,Gfi1b<em1(IMPC)Ccpcz> het early,30.44,"HP:0040185,HP:0031965,HP:0011974,HP:0012526,HP:0001873","MP:0000703,MP:0000709,MP:0003795,MP:0000689"
196,OMIM:187950,Thrombocythemia 1,THPO,Thpo<tm1.1(KOMP)Vlcg> hom early,49.775,"HP:0008320,HP:0008148,HP:0001894,HP:0004866,HP:0001744","MP:0003179,MP:0002599"
197,OMIM:188400,Digeorge Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> het early,18.285,"HP:0000138,HP:0000860,HP:0000034,HP:0001397,HP:0001081,HP:0008211,HP:0000778,HP:0001744",MP:0001944
198,OMIM:188400,Digeorge Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> het embryo,15.83,HP:0001537,MP:0001711
199,OMIM:188400,Digeorge Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> hom embryo,16.445,"HP:0004322,HP:0001537","MP:0001711,MP:0003984"
200,OMIM:188580,"Thyrotoxic Periodic Paralysis, Susceptibility To, 1",CACNA1S,Cacna1s<tm1.1(KOMP)Vlcg> hom embryo,23.945,"HP:0001962,HP:0001649",MP:0001914
201,OMIM:189500,Witkop Syndrome,MSX1,Msx1<tm1b(KOMP)Wtsi> hom embryo,25.875,"HP:0006347,HP:0006349",MP:0000111
202,OMIM:189800,Preeclampsia/Eclampsia 1,NOS3,Nos3<em1(IMPC)Mbp> hom early,30.31,"HP:0001873,HP:0000093","MP:0002989,MP:0002135,MP:0005011,MP:0000689,MP:0005016,MP:0000219,MP:0000691,MP:0002606"
203,OMIM:191100,Tuberous Sclerosis 1,TSC1,Tsc1<em1(IMPC)Ccpcz> het early,20.79,"HP:0009594,HP:0009720,HP:0009727","MP:0000703,MP:0000709,MP:0002792"
204,OMIM:192315,"Vasculopathy, Retinal, With Cerebral Leukoencephalopathy And Systemic Manifestations",TREX1,Trex1<em1(IMPC)Ccpcz> het early,21.41,"HP:0001413,HP:0000790,HP:0000093","MP:0003068,MP:0002135,MP:0000691,MP:0000689"
205,OMIM:192315,"Vasculopathy, Retinal, With Cerebral Leukoencephalopathy And Systemic Manifestations",TREX1,Trex1<em1(IMPC)Ccpcz> hom early,30.665,"HP:0002910,HP:0001413,HP:0000790,HP:0000093","MP:0003917,MP:0000598,MP:0000689,MP:0004952,MP:0000599,MP:0000691"
206,OMIM:192430,Velocardiofacial Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> het early,16.18,"HP:0000829,HP:0000028",MP:0001944
207,OMIM:192430,Velocardiofacial Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> het embryo,17.53,HP:0001537,MP:0001711
208,OMIM:192430,Velocardiofacial Syndrome,TBX1,Tbx1<em1(IMPC)Mbp> hom embryo,18.695,"HP:0004322,HP:0001537","MP:0001711,MP:0003984"
209,OMIM:193100,"Hypophosphatemic Rickets, Autosomal Dominant",FGF23,Fgf23<em1(IMPC)Ccpcz> het early,40.425,"HP:0002148,HP:0004912","MP:0003020,MP:0005565,MP:0004151"
210,OMIM:193530,Weyers Acrofacial Dysostosis,EVC2,Evc2<em1(IMPC)Mbp> hom early,27.885,"HP:0006315,HP:0000698",MP:0030610
211,OMIM:193670,Whim Syndrome 1,CXCR4,Cxcr4<em1(IMPC)Mbp> het early,37.67,"HP:0001875,HP:0000008,HP:0000055","MP:0001146,MP:0000220,MP:0000218,MP:0005013,MP:0001148"
212,OMIM:194380,Dehydrated Hereditary Stomatocytosis 1 With Or Without Pseudohyperkalemia And/Or Perinatal Edema,PIEZO1,Piezo1<tm1b(KOMP)Wtsi> het early,27.125,"HP:0003641,HP:0003281","MP:0002941,MP:0000538"
213,OMIM:194380,Dehydrated Hereditary Stomatocytosis 1 With Or Without Pseudohyperkalemia And/Or Perinatal Edema,PIEZO1,Piezo1<tm1b(KOMP)Wtsi> hom embryo,44.325,HP:0000980,MP:0003717
214,OMIM:200110,Ablepharon-Macrostomia Syndrome,TWIST2,Twist2<tm1.1(KOMP)Vlcg> het early,21.965,"HP:0000059,HP:0002557,HP:0000054,HP:0000062","MP:0001147,MP:0001146"
215,OMIM:200150,Choreoacanthocytosis,VPS13A,Vps13a<tm1b(EUCOMM)Wtsi> hom early,15.735,HP:0001927,"MP:0013764,MP:0008124"
216,OMIM:200610,"Achondrogenesis, Type Ii",COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,29.54,"HP:0000308,HP:0004605","MP:0005270,MP:0000160,MP:0000455"
217,OMIM:200610,"Achondrogenesis, Type Ii",COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,50.285,"HP:6000866,HP:0000248,HP:0001561,HP:0000343,HP:0001248,HP:0000175,HP:0002007,HP:0000969,HP:0001789,HP:6000867","MP:0002109,MP:0011495,MP:0009908,MP:0001785,MP:0000111"
218,OMIM:200700,Acromesomelic Dysplasia 2A,GDF5,Gdf5<em1(IMPC)H> hom early,47.095,"HP:0005792,HP:0001773,HP:0003022,HP:0011927,HP:0003038,HP:0006498,HP:0001964,HP:0009803,HP:0001162,HP:6000921,HP:0001371,HP:6000650,HP:0003086,HP:0005736,HP:0006228,HP:0005914,HP:6001052,HP:0003097,HP:0002984","MP:0000556,MP:0000572,MP:0000062,MP:0002110,MP:0000550"
219,OMIM:201000,Carpenter Syndrome 1,RAB23,Rab23<tm1b(EUCOMM)Wtsi> het early,20.22,"HP:0001748,HP:0004443,HP:0004440,HP:0001513,HP:0004442","MP:0003961,MP:0002599,MP:0010124"
220,OMIM:201250,Acromesomelic Dysplasia 2C,GDF5,Gdf5<em1(IMPC)H> hom early,41.15,"HP:0003022,HP:0005096,HP:0000954,HP:0003038,HP:0002986,HP:0001773,HP:0003086,HP:0005736,HP:0006014,HP:0006110,HP:0009778,HP:0002827,HP:0006144,HP:0003042,HP:0006011,HP:0002984","MP:0000550,MP:0000572,MP:0000556,MP:0002110"
221,OMIM:201470,"Acyl-Coa Dehydrogenase, Short-Chain, Deficiency Of",ACADS,Acads<em1(IMPC)Hmgu> hom early,33.315,"HP:0001251,HP:0001254","MP:0002757,MP:0001406"
222,OMIM:201475,"Acyl-Coa Dehydrogenase, Very Long-Chain, Deficiency Of",ACADVL,Acadvl<em1(IMPC)H> hom early,36.5,HP:0001958,"MP:0013278,MP:0005293"
223,OMIM:202110,"Adrenal Hyperplasia, Congenital, Due To 17-Alpha-Hydroxylase Deficiency",CYP17A1,Cyp17a1<tm1b(EUCOMM)Wtsi> hom early,31.63,"HP:0000062,HP:0000037","MP:0009204,MP:0009198"
224,OMIM:202400,"Afibrinogenemia, Congenital",FGB,Fgb<tm1.1(KOMP)Vlcg> hom early,23.59,"HP:0012223,HP:0003811","MP:0010067,MP:0011110"
225,OMIM:203200,"Albinism, Oculocutaneous, Type Ii",MC1R,Mc1r<tm1.1(KOMP)Vlcg> hom early,58.935,"HP:0005599,HP:0007603,HP:0001010,HP:0000635,HP:0001022,HP:0002297",MP:0002075
226,OMIM:203655,Alopecia Universalis Congenita,HR,Hr<em1(IMPC)H> hom early,33.96,"HP:0000561,HP:0002289,HP:0002555,HP:0002223,HP:0002221","MP:0002098,MP:0000367,MP:0001284"
227,OMIM:203780,"Alport Syndrome 2, Autosomal Recessive",COL4A4,Col4a4<em1(IMPC)H> hom early,44.695,"HP:0200020,HP:0000518,HP:0011501",MP:0001304
228,OMIM:203800,Alstrom Syndrome,ALMS1,Alms1<tm1b(EUCOMM)Hmgu> hom early,26.17,"HP:0002155,HP:0002149,HP:0003233,HP:0040217",MP:0008806
229,OMIM:204100,Leber Congenital Amaurosis 2,RPE65,Rpe65<tm1a(EUCOMM)Hmgu> hom early,48.05,"HP:0000563,HP:0000580,HP:0007843,HP:0000518,HP:0001099,HP:0000543,HP:0030825","MP:0001317,MP:0006243,MP:0001325"
230,OMIM:204690,"Amelogenesis Imperfecta, Type Ig",FAM20A,Fam20a<tm1b(KOMP)Wtsi> hom early,48.53,"HP:0004727,HP:0000705,HP:0000103,HP:0000212,HP:0000083,HP:0000805,HP:0006302,HP:0000169,HP:0000696,HP:0000121","MP:0002135,MP:0010025,MP:0002100"
231,OMIM:206200,Iron-Refractory Iron Deficiency Anemia,TMPRSS6,Tmprss6<tm1b(EUCOMM)Wtsi> hom early,44.535,"HP:0011273,HP:0004447,HP:0031877,HP:0004840","MP:0000194,MP:0008045,MP:0002591,MP:0002874,MP:0005562,MP:0013648,MP:0005642,MP:0010850,MP:0008079,MP:0000208,MP:0013676"
232,OMIM:206700,Gillespie Syndrome,ITPR1,Itpr1<tm1.1(NCOM)Mfgc> het early,17.91,"HP:0030011,HP:0000826",MP:0004930
233,OMIM:206700,Gillespie Syndrome,ITPR1,Itpr1<tm1.1(NCOM)Mfgc> hom embryo,15.405,HP:0001510,MP:0003984
234,OMIM:206900,"Microphthalmia, Syndromic 3",SOX2,Sox2<em1(IMPC)Mbp> het early,34.785,"HP:0000647,HP:0012521,HP:0000518,HP:0000609","MP:0010097,MP:0001325,MP:0001319,MP:0008259,MP:0002792"
235,OMIM:206900,"Microphthalmia, Syndromic 3",SOX2,Sox2<em1(IMPC)Mbp> het embryo,17.865,"HP:0004322,HP:0008897",MP:0003984
236,OMIM:206920,Microphthalmia With Limb Anomalies,SMOC1,Smoc1<tm1a(EUCOMM)Wtsi> het early,18.05,HP:0000499,MP:0002075
237,OMIM:206920,Microphthalmia With Limb Anomalies,SMOC1,Smoc1<tm1b(EUCOMM)Wtsi> het early,30.44,HP:0000278,MP:0000455
238,OMIM:206920,Microphthalmia With Limb Anomalies,SMOC1,Smoc1<tm1b(EUCOMM)Wtsi> hom early,56.845,"HP:0001762,HP:0005709,HP:0000499,HP:0003038,HP:0001440,HP:0001215,HP:0001162,HP:0010715,HP:0003196,HP:0000581,HP:0012745,HP:0001849,HP:0001852,HP:0000278,HP:0001830,HP:0005867,HP:0009380,HP:0000954,HP:0002982,HP:0002827,HP:0000494,HP:0008081,HP:0001241,HP:0001770","MP:0002764,MP:0005287,MP:0000443,MP:0002110,MP:0004509,MP:0000564,MP:0000455"
239,OMIM:208000,"Arterial Calcification, Generalized, Of Infancy, 1",ENPP1,Enpp1<em1(IMPC)Ccpcz> hom early,43.305,"HP:0000822,HP:0001635,HP:0031013,HP:0001658,HP:0001640,HP:0004912,HP:0001644","MP:0004122,MP:0004609,MP:0002968,MP:0000274,MP:0005333,MP:0010506,MP:0000691,MP:0000266"
240,OMIM:208085,"Arthrogryposis, Renal Dysfunction, And Cholestasis 1",VPS33B,Vps33b<tm1a(EUCOMM)Wtsi> het early,19.795,HP:0002908,MP:0001556
241,OMIM:208250,Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome,PRG4,Prg4<em1(IMPC)Ccpcz> hom early,38.945,"HP:0001369,HP:0001239,HP:0005186,HP:0005879,HP:0003040",MP:0002932
242,OMIM:208540,Renal-Hepatic-Pancreatic Dysplasia 1,NPHP3,Nphp3<em1(IMPC)J> hom early,20.32,HP:0003811,MP:0011110
243,OMIM:208920,"Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia",APTX,Aptx<tm1b(EUCOMM)Hmgu> hom early,35.775,"HP:0003124,HP:0003073,HP:0003236",MP:0002941
244,OMIM:209300,Atransferrinemia,TF,Trf<em1(IMPC)J> het early,40.47,HP:0001931,MP:0005561
245,OMIM:209300,Atransferrinemia,TF,Trf<em1(IMPC)J> het late,39.255,HP:0001931,"MP:0002590,MP:0005561"
246,OMIM:209300,Atransferrinemia,TF,Trf<em1(IMPC)Rbrc> het early,25.4,HP:0012239,MP:0004151
