marker_symbol,mp_term_name,zygosity,effect_size
Mdm1,abnormal optic disk morphology,homozygote,1
Dnajc28,increased heart rate,homozygote,0.654872758154834
Vsig4,increased heart rate,homozygote,0.672645416552278
Hapln4,decreased leukocyte cell number,homozygote,-0.793481010088844
Arvcf,abnormal urination,homozygote,0.503312720848057
Wdr62,small kidney,homozygote,1
Pole2,blind uterus,heterozygote,1
Cyp27a1,decreased total body fat amount,homozygote,-1.20575433257686
Slc5a5,abnormal auditory brainstem response,homozygote,0.703488372093023
Tmprss6,decreased prepulse inhibition,homozygote,-1.60291053694115
Dync1li1,abnormal skin morphology,heterozygote,1
Tent4a,vertebral transformation,homozygote,0.269088669950739
Cox19,"preweaning lethality, complete penetrance",homozygote,1
Rnf10,"preweaning lethality, incomplete penetrance",homozygote,1
Msn,impaired pupillary reflex,hemizygote,0.597708524289642
Rsf1,"preweaning lethality, complete penetrance",homozygote,1
Sufu,"preweaning lethality, complete penetrance",homozygote,1
Alpk1,decreased circulating bilirubin level,homozygote,-1.03005732367166
Ercc3,"preweaning lethality, complete penetrance",homozygote,1
L3mbtl3,"preweaning lethality, complete penetrance",homozygote,1
Paqr6,abnormal sinus arrhythmia,homozygote,-0.303367501813095
Carf,prolonged ST segment,homozygote,1.08793229144521
Snrnp27,abnormal sinus arrhythmia,heterozygote,-0.447229606502214
Emc4,abnormal coat/hair pigmentation,heterozygote,0.318022900096145
Agl,decreased heart rate variability,homozygote,-0.763773297167323
Nsd3,trunk curl,heterozygote,0.246990784276848
Slc9b1,abnormal heart morphology,homozygote,1
Aak1,abnormal contextual conditioning behavior,homozygote,-1.13322809864301
Col1a2,increased leukocyte cell number,homozygote,0.471581297191043
Tmem160,hydrometra,homozygote,1
Mroh4,abnormal coat appearance,homozygote,0.142857142857143
Papolb,abnormal uterus morphology,homozygote,1
Inhbb,hyperactivity,homozygote,-1.8752132512917
Rhbdf2,abnormal coat appearance,heterozygote,0.266666666666667
Gngt2,increased fasting circulating glucose level,homozygote,1.68860728100099
Tmem174,enlarged epididymis,homozygote,1
Kiss1r,absent epididymis,homozygote,1
Aldh3a2,abnormal behavior,homozygote,0.710433103854469
Scgb1c1,decreased grip strength,homozygote,-1.67739610487312
Baiap2l2,abnormal auditory brainstem response,homozygote,0.97463768115942
Acer1,abnormal hair growth,homozygote,0.607822715963664
Elp6,decreased body length,heterozygote,-0.420679870175332
Trappc9,decreased lean body mass,homozygote,0.930719822412289
Zfp275,abnormal sinus arrhythmia,hemizygote,-0.523033193866253
Mrm3,decreased body length,heterozygote,-2.33526601470049
Otogl,abnormal auditory brainstem response,homozygote,0.853932584269663
F730043M19Rik,increased total body fat amount,homozygote,1.61584221445869
Duoxa2,decreased circulating glucose level,homozygote,-1.61497523823242
Timm22,embryonic lethality prior to organogenesis,homozygote,1
Abhd16a,decreased total body fat amount,homozygote,-1.3596398260191
Rnf10,decreased circulating glucose level,homozygote,-1.1524741554836
Ints7,embryonic lethality prior to organogenesis,homozygote,1
Coq3,embryonic lethality prior to organogenesis,homozygote,1
Atrip,embryonic lethality prior to organogenesis,homozygote,1
Loxl1,abnormal sleep behavior,homozygote,-0.923691456603219
Trf,abnormal embryo size,homozygote,1
Rnf10,hyperactivity,homozygote,1.09433227886875
Tmc6,decreased circulating serum albumin level,homozygote,-2.46079452165628
Fndc7,increased circulating total protein level,homozygote,1.22384264098396
Antxr2,increased mean corpuscular hemoglobin concentration,homozygote,1.26208369772673
Scarb1,enlarged heart,homozygote,1
Dbil5,increased circulating alkaline phosphatase level,homozygote,0.850441555510327
Gmfg,increased circulating sodium level,homozygote,1.92299158656089
Nrros,hyperactivity,homozygote,3.45061631163004
Rbpjl,hypoactivity,homozygote,-0.973076156189735
Stk26,enlarged thyroid gland,hemizygote,1
Runx1t1,increased circulating cholesterol level,heterozygote,0.401855980874398
Mreg,abnormal auditory brainstem response,homozygote,0.974874371859296
Pitpnm1,decreased circulating calcium level,homozygote,-2.73644016742878
Ttll4,increased circulating calcium level,homozygote,1.31516902649275
Usp31,increased basophil cell number,homozygote,2.70894484951886
Edc3,decreased heart rate variability,heterozygote,-0.705717427576214
Usp31,abnormal gait,homozygote,0.305866395388267
Npas2,increased circulating alkaline phosphatase level,homozygote,0.407111467804599
Wnt11,shortened RR interval,homozygote,-0.532858538419111
Supt7l,decreased circulating triglyceride level,heterozygote,-0.463527766008648
Asb17,decreased exploration in new environment,homozygote,-0.427439023205296
Ccdc25,decreased basophil cell number,heterozygote,-0.521153661525163
Gp1bb,decreased basophil cell number,homozygote,-0.780457918803478
Adam11,hyperactivity,homozygote,1.1353623698689
Kcnb1,hyperactivity,homozygote,4.53248574417781
Gbp5,increased circulating creatinine level,homozygote,1.20394178439679
Dctn1,increased circulating creatinine level,heterozygote,0.787980458275429
Zfp148,decreased cornea thickness,heterozygote,-0.998220050566692
Trh,increased circulating cholesterol level,homozygote,2.23380911115671
4932438A13Rik,abnormal lens morphology,heterozygote,0.577068557919622
Tm2d1,"preweaning lethality, complete penetrance",homozygote,1
Grin1,increased hemoglobin content,heterozygote,1.20102833673109
Elapor1,short tibia,heterozygote,-0.843459240815739
Fbxw18,abnormal thymus morphology,heterozygote,1
Epas1,increased circulating cholesterol level,homozygote,0.194034006255449
Fam124a,abnormal thymus morphology,homozygote,1
Sun1,decreased total retina thickness,homozygote,-5.7262085440255
Leprotl1,decreased circulating HDL cholesterol level,homozygote,-1.10902588249404
Il12a,increased circulating HDL cholesterol level,homozygote,0.883973736993952
Runx1t1,increased circulating HDL cholesterol level,heterozygote,0.345514000307947
Elk4,decreased circulating triglyceride level,homozygote,-0.837596119036429
Dennd1a,abnormal hindbrain development,homozygote,1
Bms1,abnormal coat/hair pigmentation,heterozygote,0.173267171257184
Rnf4,increased circulating total protein level,heterozygote,2.02914733432918
Txndc5,hyperactivity,homozygote,0.887898517989332
Tbx20,abnormal neural tube closure,homozygote,1
Ifnlr1,increased circulating insulin level,homozygote,0.383648844014086
Tfr2,increased circulating iron level,homozygote,9.39448966930578
Aldh1a3,hyperactivity,heterozygote,1.153789539004
Pstpip2,decreased grip strength,homozygote,-0.738223570576376
Pde4c,decreased grip strength,homozygote,-1.30575392779246
Slc17a2,decreased grip strength,homozygote,-1.17058119626044
Mindy4,abnormal behavior,homozygote,-0.807090439851452
Nfya,decreased body length,heterozygote,-0.895002152782016
Thegl,tremors,homozygote,0.347918756268806
Flywch1,abnormal embryo size,homozygote,1
Acat2,abnormal embryo size,homozygote,1
Cotl1,abnormal lens morphology,homozygote,-0.557293565707356
Smo,prolonged PR interval,heterozygote,1.52038164033994
Nfatc3,"preweaning lethality, complete penetrance",homozygote,1
Rbl1,"preweaning lethality, incomplete penetrance",homozygote,1
Tuft1,abnormal coat appearance,homozygote,0.142857142857143
Snx13,"preweaning lethality, complete penetrance",homozygote,1
Ror2,abnormal placenta morphology,homozygote,1
Ccnd2,increased mean corpuscular volume,homozygote,3.0798647137329
Eme1,increased erythrocyte cell number,homozygote,0.80194457766871
Pigq,abnormal heart morphology,homozygote,1
Tmem248,enlarged adrenal glands,homozygote,1
Hspb6,abnormal bone structure,homozygote,1.66794994735872
Dnmbp,decreased circulating bilirubin level,homozygote,-0.783292693910524
Hacl1,impaired glucose tolerance,homozygote,0.642662088975766
AB124611,abnormal kidney morphology,homozygote,1
Lnpep,hypoactivity,homozygote,-1.59864459499908
Pnkp,abnormal kidney morphology,heterozygote,1
Tnfrsf11b,abnormal kidney morphology,homozygote,1
Btg1,abnormal kidney morphology,homozygote,1
Ect2,abnormal auditory brainstem response,heterozygote,0.412313432835821
Pramel12,abnormal kidney morphology,homozygote,1
Dpp4,abnormal auditory brainstem response,homozygote,0.524647887323944
Zfyve28,increased bone mineral density,homozygote,-0.0377413684993673
Dop1b,increased bone mineral density,homozygote,1.63692557443755
Chmp2b,decreased heart rate,heterozygote,-1.60689080145908
Hemgn,decreased mean corpuscular volume,homozygote,-2.03035422236824
Nox4,increased heart rate,homozygote,0.999531376694823
Pkn3,increased grip strength,homozygote,0.990418644362559
Thra,decreased total retina thickness,heterozygote,-2.49855956817228
Rmnd5b,decreased grip strength,homozygote,-1.34928782645712
Acp2,increased bone mineral content,homozygote,-1.72761562238142
Med11,decreased circulating glucose level,heterozygote,-1.52527718023548
Mtf1,decreased circulating glucose level,heterozygote,-2.11545574970118
Rad21l,decreased circulating glucose level,homozygote,-1.91177781665003
Akap9,decreased total body fat amount,heterozygote,-2.13025583529434
Kcne2,increased circulating magnesium level,homozygote,1.63057473804264
Tacr3,abnormal cornea morphology,homozygote,0.27297167161544
Unk,decreased leukocyte cell number,homozygote,-0.674379451134094
Shfl,abnormal cecum morphology,homozygote,1
Pla2g2a,increased total body fat amount,homozygote,2.20294806730402
Zfp52,decreased total body fat amount,homozygote,-0.267964795395699
Fam120a,decreased total body fat amount,homozygote,-1.08307093511502
Arhgap28,small spleen,homozygote,1
Lrrtm2,abnormal spleen morphology,homozygote,1
Cyp2u1,limb grasping,homozygote,0.407426778242678
Eif4enif1,abnormal urinary bladder morphology,homozygote,1
Colec12,small spleen,homozygote,1
Lor,abnormal spleen morphology,heterozygote,1
Dnase1l3,abnormal spleen morphology,homozygote,1
Trh,hypoactivity,homozygote,-0.947270117768163
Gatm,decreased grip strength,homozygote,-5.49532229741608
Fndc3a,hypoactivity,homozygote,-1.38067978045468
Qsox1,abnormal coat/hair pigmentation,homozygote,0.353673419575299
Itk,hypoactivity,homozygote,-0.807982566737299
Micalcl,long tibia,homozygote,1.74740540589012
Afap1l2,hypoactivity,homozygote,-1.09067012865976
Iqgap1,short tibia,homozygote,-4.93031402358053
Gja8,abnormal retina morphology,homozygote,0.853393194092003
Txnip,abnormal retina morphology,homozygote,0.272440813139622
Elmod1,decreased grip strength,homozygote,-0.450597250997486
Mmp15,absent lymph nodes,homozygote,1
Gna13,abnormal embryo size,homozygote,1
Inpp5e,abnormal craniofacial morphology,homozygote,1
Ipo11,embryonic lethality prior to tooth bud stage,homozygote,1
Pgm1,embryonic lethality prior to tooth bud stage,homozygote,1
Ankrd1,decreased startle reflex,homozygote,-0.721407189526844
Armh4,increased grip strength,homozygote,-0.570447682504562
Surf4,increased thigmotaxis,heterozygote,-0.766489239992495
Zfp512,decreased thigmotaxis,homozygote,1.55735400401817
Psmg1,abnormal visceral yolk sac morphology,heterozygote,1
Cdk17,hyperactivity,heterozygote,0.969538325876558
BC055324,abnormal pelvic girdle bone morphology,heterozygote,0.343882356927456
Llgl2,hypoactivity,heterozygote,-0.307709276408716
Golt1a,increased circulating alkaline phosphatase level,homozygote,3.33454350530712
Vwa8,increased fasting circulating glucose level,homozygote,1.14379052607965
Bsph2,decreased circulating amylase level,homozygote,-0.0361759604109308
Mecom,abnormal startle reflex,heterozygote,0.305542617605962
Mysm1,abnormal startle reflex,homozygote,0.307692307692308
Fam83d,abnormal skin morphology,homozygote,1
Blnk,decreased lymphocyte cell number,homozygote,-3.02996882864042
Ydjc,increased circulating HDL cholesterol level,homozygote,0.00456172201783905
Cep43,decreased circulating creatinine level,heterozygote,-1.05513535926999
Dst,abnormal embryo size,heterozygote,1
Rbbp4,"preweaning lethality, complete penetrance",homozygote,1
Robo4,"preweaning lethality, incomplete penetrance",homozygote,1
Rassf8,"preweaning lethality, incomplete penetrance",homozygote,1
Rbbp4,increased body length,heterozygote,0.669394735827016
Crlf2,abnormal lymph node morphology,homozygote,1
Slc6a6,abnormal freezing behavior,homozygote,-0.614297964154202
Hsf1,increased mean corpuscular hemoglobin concentration,heterozygote,4.89566160182709
Triobp,abnormal auditory brainstem response,homozygote,0.972093023255814
Ebf1,abnormal lymph node morphology,heterozygote,1
Gnb1,decreased anxiety-related response,heterozygote,1.22377805990846
Nhlh2,female infertility,homozygote,1
Lepr,hypoactivity,homozygote,3.38844255287779
Dsg1b,abnormal coat appearance,homozygote,0.2108430249378
Evc2,absent teeth,homozygote,0.133333333333333
Capn12,cataract,homozygote,0.264095744680851
Adar,abnormal neural tube closure,homozygote,1
Rnf24,decreased bone mineral density,homozygote,-0.176960974497529
Tmod2,decreased bone mineral density,homozygote,-3.25037094365029
Col16a1,decreased bone mineral density,homozygote,-0.476833887994626
Mtmr1,decreased circulating magnesium level,homozygote,-1.42885707108206
Strn4,decreased total retina thickness,heterozygote,-2.5071130314564
Pvrig,microphthalmia,homozygote,1
Ica1,abnormal eye morphology,homozygote,1
Snx3,abnormal tail morphology,homozygote,1
Cd276,hyperactivity,homozygote,-0.41066960774597
Opn3,abnormal eye morphology,homozygote,1
Pax6,microphthalmia,heterozygote,1
Vps13c,increased circulating aspartate transaminase level,homozygote,0.87387413442193
Bfsp1,abnormal eye morphology,homozygote,1
Hsf5,hypoactivity,homozygote,-0.754135441776065
Il4i1,increased exploration in new environment,homozygote,1.07737642235381
Retreg3,increased startle reflex,heterozygote,-0.632991726007813
Rnf168,abnormal head morphology,homozygote,0.595087336244541
Pramel12,abnormal kidney morphology,homozygote,1
Maf,microphthalmia,heterozygote,1
D1Pas1,male infertility,homozygote,1
Aloxe3,microphthalmia,homozygote,1
Fbxl8,increased monocyte cell number,homozygote,2.77185097322227
P3h1,abnormal skeletal muscle morphology,homozygote,1
Pstpip2,increased neutrophil cell number,homozygote,0.836370411861845
Pepd,small stomach,homozygote,1
Grm7,increased exploration in new environment,homozygote,-0.662710903252343
Gjb3,abnormal skin appearance,homozygote,1
Ift122,increased mean corpuscular volume,heterozygote,0.965582015995847
Nr1h4,decreased circulating serum albumin level,homozygote,-1.34720635841009
Mtap,abnormal chorioallantoic fusion,homozygote,1
Ing2,hyperactivity,heterozygote,1.69059257645045
Ube2f,abnormal eye morphology,heterozygote,1
Pxdn,hyperactivity,homozygote,1.70696437122093
Zbtb48,abnormal eye morphology,homozygote,1
Prom2,hyperactivity,heterozygote,0.604036254819785
Vps39,increased exploration in new environment,heterozygote,-0.345731693980356
Cep85l,impaired cued conditioning behavior,homozygote,-0.854664921689151
Myl12b,increased circulating chloride level,homozygote,0.809046500622447
4930432K21Rik,hyperactivity,homozygote,0.436957943960808
Klf8,increased circulating total protein level,hemizygote,1.9156381871242
Emilin3,hyperactivity,homozygote,1.3309626871984
Nsmce2,abnormal neural tube closure,homozygote,1
Sox14,limb grasping,homozygote,0.181818181818182
Krt32,decreased bone mineral content,homozygote,-0.752503979348767
Myo10,abnormal cornea morphology,homozygote,0.569718408845992
Teddm1a,decreased leukocyte cell number,homozygote,-1.39558471975542
Ccdc88b,decreased leukocyte cell number,homozygote,-1.75732849739281
Nacc1,short tibia,homozygote,-2.34684509569924
Kcnma1,tremors,homozygote,0.409391920651733
Lnpep,decreased fasting circulating glucose level,homozygote,-0.93621543833871
Cchcr1,increased vertical activity,homozygote,1.84022502827398
Mllt10,cleft palate,homozygote,1
Mxd3,hyperactivity,homozygote,-0.068532306023877207
